seller_id,seller_zip_code_prefix,seller_city,seller_state,business_segment,business_type,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,review_comment_title,review_comment_message
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,NULL,"Amei, produto de qualidade e chegou antes do prazo previsto !!!! Recomendo a quem quiser , superou as expectativas ! "
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,Negativo,"O prazo máximo de entrega seria dia 27 de abril, e até a presente data não recebi o produto."
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,Veio outra voltagem,Conprei um de 220v e quando chegou era 110v
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,NULL,Recebi meu produto porem com certo atraso.
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,NULL,Excelente compra
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,NULL,E muito bom
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,NULL,"Otimo "
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,49,819,3,1250,42,11,12,99.9000,otimo,NULL
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1400,42,12,11,118.9000,NULL,"Estou aguardando a resposta de quando vão entregar meu massageador que não chegou até agora é ninguém me responde e não tenho um número que eu possa falar com atendente só atendimento eletrônico pfv
"
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1400,42,12,11,118.9000,NULL,"Só não gostei porque não vem manual de instruções,Deveria vir explicando pra quais áreas do corpo devem ser usadas, obrigada"
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1400,42,12,11,118.9000,NULL,Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1400,42,12,11,118.9000,NULL,deveria ser avisada no ato da compra que não receberia o produto em minha residência
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1350,42,12,11,118.9000,NULL,Produto recebido antes do prazo e conforme descrição no anúncio.
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1400,42,12,11,118.9000,NULL,"Adorei o produto ....chegou antes do prazo .
Recomendo"
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,55,865,4,1350,42,12,11,118.9000,NULL,Entrega antes do prazo produto ótimo recomendo!
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,58,790,4,800,20,7,20,59.9000,NULL,"Tudo chegou certinho, só esperava que o massageador fosse mais potente. Vi um vídeo onde parecia uma super massagem e a pele chegava a ficar vermelha mas não chegou a tanto."
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR,NULL,NULL,beleza_saude,58,790,4,800,20,7,20,59.9000,NULL,"Produto muito barulhento e a velocidade dele ocila muito e trava tb
Nao recomendo ou o meu veio com defeito "
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR,NULL,NULL,moveis_decoracao,55,408,1,8150,52,18,35,219.0000,Muito bom! Excelente!,"Gostei muito da compra dos quadros! A entrega foi rápida, e os quadros foram exatamente como estavam na imagem!"
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR,NULL,NULL,moveis_decoracao,58,144,1,1600,50,20,40,99.0000,NULL,NULL
0249d282d911d23cb8b869ab49c99f53,05676,sao paulo,SP,NULL,NULL,esporte_lazer,26,556,1,500,25,15,25,22.0000,NULL,"Produto chegou no prazo ótimo preço. Recomendo "
024b564ae893ce8e9bfa02c10a401ece,03280,sao paulo,SP,NULL,NULL,market_place,62,310,2,600,20,14,20,77.9000,NULL,"Recebemos os produtos e já estão em operação.
Obrigado!!!"
02c988090b766852e088c69d7fb3b551,13473,americana,SP,NULL,NULL,fashion_calcados,57,2245,8,1150,33,13,20,180.9000,NULL,NULL
02dcd3e8e25bee036e32512bcf175493,32310,contagem,MG,NULL,NULL,papelaria,60,543,1,1400,25,20,20,139.9000,NULL,NULL
02ecc2a19303f05e59ce133fd923fff7,09121,santo andre,SP,NULL,NULL,ferramentas_jardim,44,203,1,3500,42,28,42,249.0000,NULL,NULL
039e6ad9dae79614493083e241147386,03560,sao paulo,SP,NULL,NULL,ferramentas_jardim,53,2430,1,7150,30,40,30,1670.0000,Comprei e não recebi,NULL
0417b067eeab773d2f7061a726dc477f,89288,sao bento do sul,SC,NULL,NULL,automotivo,56,233,1,5000,67,20,23,79.5900,NULL,NULL
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,NULL,NULL,beleza_saude,52,913,3,593,30,13,16,527.9000,Informação\preocupada,"Minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa.Por favor, queria saber o q está acontecendo ???
Atenciosamente, 
Juliana"
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,NULL,NULL,beleza_saude,52,913,3,593,30,13,16,527.9000,Não recomendo negociar,"Não entregou o produto, nota fiscal emitida em nome de outra pessoa com outro produto. Cancelou a entrega do produto por conta propria"
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,NULL,NULL,beleza_saude,52,913,3,593,30,13,16,527.9000,Não chegou no prazo dado.,NULL
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,NULL,NULL,beleza_saude,56,1616,3,650,27,13,17,535.9000,NULL,NULL
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP,NULL,NULL,utilidades_domesticas,40,120,2,1000,20,20,20,79.9000,NULL,"Sendo um produto de cerâmica, é frágil. Ao desembalar, já apresentava sinal de batida e trincas. Pedi devolução e estou aguardando contato. Necessário, além do plástico bolha, espuma na embalagem."
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP,NULL,NULL,brinquedos,40,1215,1,350,19,13,14,79.9000,NULL,"Como sempre, entrega rápida, produto de qualidade, bem embalado e em perfeito estado."
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP,NULL,NULL,brinquedos,57,234,1,293,17,15,14,94.9000,NULL,"Recebi todas as informações através de email, a entrega foi feita antes do prazo e o produto de ótima qualidade."
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP,NULL,NULL,brinquedos,57,234,1,293,17,15,14,94.9000,NULL,Foi entregue no período mencionado. Veio embalado e seguro. E veio o produto certo.
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP,NULL,NULL,fashion_calcados,37,480,4,1200,16,33,19,109.9000,lannister esta de parabé,produto chegou bem antes do prazo esperado eu recomendo.
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP,NULL,NULL,automotivo,56,1436,4,6900,40,20,40,338.0000,NULL,Muito. Bom
04e38a233f726ef161074ab1c9b0399a,01239,sao paulo,SP,NULL,NULL,esporte_lazer,57,471,2,550,16,20,15,19.9000,NULL,Bom
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG,NULL,NULL,esporte_lazer,45,366,1,420,21,18,19,23.8000,NULL,NULL
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG,NULL,NULL,esporte_lazer,47,718,1,425,27,10,25,34.0500,NULL,"Muito bom atendimento e cumpre prazo de entrega "
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG,NULL,NULL,esporte_lazer,56,595,1,260,21,16,20,32.8000,NULL,NULL
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP,NULL,NULL,eletroportateis,57,2212,4,5150,28,50,28,447.0000,NULL,"O produto veio sem nota fiscal, tive que solicitar pelo telefone."
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP,NULL,NULL,eletroportateis,57,2212,4,5150,28,50,28,447.0000,NULL,"Comorei como 4 litros, mas a capacidade real é de 3.5 litros."
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ,NULL,NULL,relogios_presentes,46,533,1,300,16,2,11,109.0000,NULL,NULL
0570350b23eda5444f8d1d9544932058,05104,sao paulo,SP,NULL,NULL,beleza_saude,56,658,3,200,23,7,15,59.9000,NULL,"Parabéns, estou muito feliz. Produto correto, entrega antes da data prevista. Quero comprar outras vezes. Super recomendo. Obrigada "
058fd0aa2bfdb2274e05e1ae971dabb6,09020,santo andre,SP,NULL,NULL,beleza_saude,23,274,1,390,19,12,17,140.0000,NULL,O produto comprado não tem a mesma qualidade de outros perfumes da mesma marca que comprei anteriormente.
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,NULL,NULL,automotivo,41,350,1,300,20,20,20,36.3300,NULL,NULL
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,NULL,NULL,automotivo,48,283,1,500,25,25,25,8.3300,NULL,Serviu perfeitamente na SUZUKI YES EN 125. 2007
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,NULL,NULL,automotivo,54,283,1,650,30,30,30,61.7200,NULL,NULL
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,NULL,NULL,automotivo,55,620,1,13900,40,40,40,69.0000,NULL,"Muito bom "
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,NULL,NULL,automotivo,59,395,1,900,40,40,40,134.5700,NULL,"produto, tampa laterais da yes, muito bom e a loja nunca tive problemas. "
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,28,381,1,1454,24,22,20,45.9000,NULL,Vale mais apena do que comprar os absorventes descartáveis.
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,35,964,1,170,19,12,14,65.9000,NULL,NULL
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,36,428,1,183,17,14,13,64.9900,NULL,A entrega do produto chegou bem antes do prazo! E o produto veio todo lacrado. Parabéns a loja!
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,36,428,1,183,17,14,13,64.9900,NULL,O produto chegou bem embalado e antes do prazo!! Recomendo!!!
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,36,428,1,183,17,14,13,64.9900,NULL,"Amei produto muito bom e lindinho "
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,44,1135,1,450,25,15,17,149.5500,NULL,Entrega foi rápida!!
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,58,344,5,15250,65,65,26,329.9000,NULL,Ótima cadeirinha. Minha filha adorou.
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,bebes,58,344,5,15250,65,65,26,349.9000,NULL,NULL
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,NULL,NULL,brinquedos,60,919,5,1167,36,20,28,164.9000,NULL,Demorou para informar que o pedido tinha sido cancelado. Perdi o prazo para comprar novo presente pro meu sobrinho. Não gostei da postura e ainda não fui ressarsida
05feb94f19d094d4b0f9281f0b1d4c99,08752,mogi das cruzes,SP,NULL,NULL,ferramentas_jardim,57,2868,3,28300,87,45,42,1688.0000,NULL,"O produto é o esperado, mas quem não tem ótimo senso prático ou conta com colaboração de um técnico, não compre, pois vem todo desmontado com cerca de 300 peças e com detalhes difíceis para montar. "
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,NULL,NULL,cool_stuff,42,3319,6,1400,22,29,13,499.0000,NULL,NULL
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,NULL,NULL,beleza_saude,50,3352,5,1400,22,29,13,399.2000,NULL,NULL
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,NULL,NULL,beleza_saude,50,3352,5,1400,22,29,13,478.0400,Ótimo produto!,NULL
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,NULL,NULL,cool_stuff,63,2267,8,400,17,9,12,96.0000,NULL,NULL
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,"Parabéns pelo respeito ao consumidor, sempre comunicando o caminho do produto, prazo de entrega e o produto entregue corretamente. "
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,"Fiz a compra e chegou apenas o filtro , já o difusor estou esperando até agora pra ver quando vai chegar"
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,"Recebi o produto dentro do tempo estipulado...
Porém o mesmo veio trincado. "
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,"não recebi ainda, e nem fui avisada que atrasaria"
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,Adorei o produto e chegou super rapido.
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,NULL,NULL,cama_mesa_banho,56,999,1,400,19,13,15,41.9000,NULL,Muito bom
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR,NULL,NULL,moveis_decoracao,30,340,1,300,16,14,14,78.0000,NULL,NULL
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR,NULL,NULL,esporte_lazer,34,1099,1,15000,91,14,91,179.9900,NULL,NULL
0691148aee60ca47977c187804f935ae,86010,londrina,PR,NULL,NULL,esporte_lazer,50,853,1,698,46,10,14,73.8800,NULL,NULL
0692610d8abe24f287e9fae90ea0bbee,02310,sao paulo,SP,NULL,NULL,informatica_acessorios,44,390,1,950,35,18,12,56.9900,NULL,NULL
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,46,1290,1,650,19,12,13,112.9900,Entrega rápida,O frete podia ser grátis.
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,46,1290,1,650,19,12,13,112.9900,"Excelente ","Sem comentários. "
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,46,1290,1,650,19,12,13,112.9900,ótimo,NULL
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,46,1290,1,950,25,12,19,154.9900,NULL,"Comprei dois produtos e veio faltando um produto, enviei uma reclamação e estou aguardando resposta."
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,46,1290,1,950,25,12,19,154.9900,otimo,bom
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,NULL,NULL,beleza_saude,48,770,1,650,25,12,19,119.9900,NULL,NULL
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG,NULL,NULL,beleza_saude,46,2771,5,1500,16,35,11,129.9000,NULL,O produto chegou muito antes do prazo.
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG,NULL,NULL,beleza_saude,51,1399,1,250,16,35,11,74.5000,NULL,NULL
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG,NULL,NULL,beleza_saude,58,1021,1,1425,17,28,15,82.0000,NULL,NULL
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,NULL,NULL,eletronicos,43,3023,6,100,16,16,16,179.9300,NULL,"Cliente de muitos anos, as Lojas lannister sempre prestou-me um atendimento excelente. Nao é novidade."
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,NULL,NULL,eletronicos,43,3023,6,100,16,16,16,179.9300,NULL,Os cabos diferentes do produto comprei cabos novos mas não funcionou como efetuar a troca?
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,NULL,NULL,cool_stuff,60,2204,4,300,16,16,16,139.9300,NULL,O produto tem um problema no ajuste e só serviria bem em pessoas muito grandes. O máximo que ele ajusta ainda fica muito largo. Mas a câmera é razoável e o dispositivo faz o que promete.
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,NULL,NULL,cool_stuff,60,2204,4,300,16,16,16,139.9300,NULL,Este recebi certo.
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,NULL,NULL,cool_stuff,60,2204,4,300,16,16,16,139.9300,NULL,GOSTEI MUITO
0725b8c0f3f906e58f70cbe76b7c748c,07023,guarulhos,SP,NULL,NULL,utilidades_domesticas,63,334,1,900,16,30,26,34.0700,NULL,"Veio com um defeito no acrílico que fica bem aparente. "
077c5fae4bea9500e3737b16f71b9d3a,18052,sorocaba,SP,NULL,NULL,utilidades_domesticas,29,365,1,700,16,23,11,9.6000,NULL,"Não houve contratempos, tudo estava nos conformes. Muito obrigada Stela Borges
"
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG,NULL,NULL,utilidades_domesticas,54,382,1,1750,32,18,24,82.0000,Falta confiabilidade,Não confiavel
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG,NULL,NULL,utilidades_domesticas,58,381,2,1350,26,5,32,72.0000,Falta confiabilidade,Não confiavel
07a9bc7f61396b658ddf3ac534efe44c,02925,sao paulo,SP,NULL,NULL,brinquedos,18,291,3,6800,102,5,83,119.9000,NULL,"Chegou um pouco amassada, mas nada de mais, e chegou antes do prazo."
07bf9669d84d1f11be443a9dd938f698,04761,sao paulo,SP,NULL,NULL,moveis_cozinha_area_de_servico_jantar_e_jardim,46,655,2,19300,41,76,41,144.0000,NULL,NULL
07bf9669d84d1f11be443a9dd938f698,04761,sao paulo,SP,NULL,NULL,moveis_cozinha_area_de_servico_jantar_e_jardim,49,655,2,16550,39,61,39,108.0000,10 top,NULL
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG,NULL,NULL,consoles_games,44,283,1,100,40,2,24,10.0000,NULL,Chegou antes do prazo .
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG,NULL,NULL,informatica_acessorios,57,150,1,100,40,2,24,47.9900,Minha compra venho faltan,Minha compra venho incompleta. Tá faltando o chicote. Tento liga e só tem gravação não consigo falar com atendente.
080199a181c46c657dc5aa235411be3b,06097,osasco,SP,NULL,NULL,automotivo,52,1628,3,550,16,21,18,179.4900,TOP,NULL
080199a181c46c657dc5aa235411be3b,06097,osasco,SP,NULL,NULL,automotivo,55,1658,3,550,16,21,18,179.4900,NULL,NULL
080199a181c46c657dc5aa235411be3b,06097,osasco,SP,NULL,NULL,automotivo,56,1498,2,550,21,18,13,134.4900,NULL,NULL
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP,NULL,NULL,market_place,56,975,1,950,26,17,24,68.8000,NULL,NULL
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP,NULL,NULL,beleza_saude,49,232,1,265,19,18,16,15.9000,NULL,NULL
0873d9f8f36123f8d910f4760e788cfb,06465,barueri,SP,audio_video_electronics,reseller,telefonia,56,1613,2,304,19,11,16,966.9000,NULL,"Meu produto era para ter chegado ate dia 15/08, mas ate hoje não recebi.Houve algum problema?estou preocupada."
0885aaf116795758dfeb5f1032487bcd,08541,ferraz de vasconcelos,SP,NULL,NULL,cama_mesa_banho,56,275,1,5850,56,17,51,149.9000,NULL,"Recebi apenas um cobertor de casal. O de solteiro não é a mercadoria foi deixado do lado de fora de casa sem ninguém que receber. "
08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG,NULL,NULL,moveis_sala,57,725,1,30000,48,52,75,460.0000,NULL,A poltrona é linda adorei!
08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR,NULL,NULL,moveis_decoracao,59,401,1,350,32,2,22,14.9000,NULL,NULL
08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP,NULL,NULL,papelaria,23,146,3,300,30,10,20,7.3000,NULL,NULL
08f5819815f3d06545011850bd70f0a8,11075,santos,SP,NULL,NULL,beleza_saude,59,159,2,200,25,15,15,158.0000,"Gostei, parabéns. ","Parabéns, recebi o produto antes do anunciado. "
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,NULL,NULL,beleza_saude,39,1803,1,365,20,11,15,37.8000,NULL,Pessima está loja não enttaga o produto
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,NULL,NULL,beleza_saude,39,1803,1,365,20,11,15,37.8000,NULL,Entrega no prazo. Produto muito bom.
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,NULL,NULL,beleza_saude,54,1674,1,300,20,8,13,14.5000,NULL,NULL
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,NULL,NULL,beleza_saude,57,1661,1,483,19,12,13,39.9000,NULL,"recebi meu pedido faltando um kit progressiva. ja enviei varias mensagens pelo atendimento e nao recebo resposta "
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,NULL,NULL,beleza_saude,57,1661,1,483,19,12,13,39.9000,NULL,Muito Bom
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP,health_beauty,reseller,beleza_saude,57,923,6,200,35,16,28,26.9000,demora na entrega,demora na entrega
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP,health_beauty,reseller,beleza_saude,58,1903,1,100,16,13,16,13.4000,produto estranho,"ele deixa um aspecto um tanto quanto oleoso no cabelo mesmo passando pouco, mas depois da chapinha some um pouco e deixa macio, tem um cheirinho gostoso, mas o produto em si é estranho..."
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP,health_beauty,reseller,perfumaria,59,753,2,800,25,12,20,135.9000,recomendado,"Otimo, gostei."
099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,SP,NULL,NULL,cool_stuff,34,654,1,10300,80,40,36,249.9900,NULL,NULL
